date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:42:46	71649/71649	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Feb%202014%2015:05:02%20GMT	http://tattek.com/minoral/form-elements.html	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/form-elements.html	(from http://tattek.com/minoral/)
15:42:46	53314/53314	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Feb%202014%2015:06:56%20GMT	http://tattek.com/minoral/validation-elements.html	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/validation-elements.html	(from http://tattek.com/minoral/)
15:42:47	46233/46233	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Feb%202014%2015:05:03%20GMT	http://tattek.com/minoral/form-wizard.html	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/form-wizard.html	(from http://tattek.com/minoral/)
15:42:48	223595/223595	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Feb%202014%2015:06:55%20GMT	http://tattek.com/minoral/ui-elements.html	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/ui-elements.html	(from http://tattek.com/minoral/)
15:42:48	107016/107016	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Feb%202014%2015:06:50%20GMT	http://tattek.com/minoral/typography.html	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/typography.html	(from http://tattek.com/minoral/)
15:42:49	69731/69731	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Feb%202014%2015:06:45%20GMT	http://tattek.com/minoral/tiles.html	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/tiles.html	(from http://tattek.com/minoral/)
15:42:49	71242/71242	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Feb%202014%2015:04:03%20GMT	http://tattek.com/minoral/buttons.html	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/buttons.html	(from http://tattek.com/minoral/)
15:42:49	61294/61294	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Feb%202014%2015:05:10%20GMT	http://tattek.com/minoral/grid.html	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/grid.html	(from http://tattek.com/minoral/)
15:42:49	68629/68629	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Feb%202014%2015:06:43%20GMT	http://tattek.com/minoral/tables.html	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/tables.html	(from http://tattek.com/minoral/)
15:42:50	96218/96218	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Feb%202014%2015:04:49%20GMT	http://tattek.com/minoral/datatables.html	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/datatables.html	(from http://tattek.com/minoral/)
15:42:50	3677/3677	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Feb%202014%2015:06:38%20GMT	http://tattek.com/minoral/login.html	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/login.html	(from http://tattek.com/minoral/)
15:42:50	40094/40094	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Feb%202014%2015:04:04%20GMT	http://tattek.com/minoral/calendar.html	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/calendar.html	(from http://tattek.com/minoral/)
15:42:51	3031/3031	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Feb%202014%2015:06:41%20GMT	http://tattek.com/minoral/page404.html	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/page404.html	(from http://tattek.com/minoral/)
15:42:51	3141/3141	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Feb%202014%2015:06:41%20GMT	http://tattek.com/minoral/page403.html	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/page403.html	(from http://tattek.com/minoral/)
15:42:51	3111/3111	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Feb%202014%2015:06:42%20GMT	http://tattek.com/minoral/page500.html	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/page500.html	(from http://tattek.com/minoral/)
15:42:51	3104/3104	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Feb%202014%2015:06:42%20GMT	http://tattek.com/minoral/page503.html	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/page503.html	(from http://tattek.com/minoral/)
15:42:52	3185/3185	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Feb%202014%2015:06:41%20GMT	http://tattek.com/minoral/page-offline.html	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/page-offline.html	(from http://tattek.com/minoral/)
15:42:52	55285/55285	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Feb%202014%2015:05:07%20GMT	http://tattek.com/minoral/gallery.html	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/gallery.html	(from http://tattek.com/minoral/)
15:42:52	37460/37460	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Feb%202014%2015:06:46%20GMT	http://tattek.com/minoral/timeline.html	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/timeline.html	(from http://tattek.com/minoral/)
15:42:53	49929/49929	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Feb%202014%2015:06:39%20GMT	http://tattek.com/minoral/mail-horizontal.html	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/mail-horizontal.html	(from http://tattek.com/minoral/)
15:42:53	64832/64832	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Feb%202014%2015:06:57%20GMT	http://tattek.com/minoral/vector-maps.html	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/vector-maps.html	(from http://tattek.com/minoral/)
15:42:55	132550/132550	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Feb%202014%2015:06:59%20GMT	http://tattek.com/minoral/widgets.html	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/widgets.html	(from http://tattek.com/minoral/)
15:42:55	70032/70032	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Feb%202014%2015:05:08%20GMT	http://tattek.com/minoral/google-maps.html	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/google-maps.html	(from http://tattek.com/minoral/)
15:42:56	120877/120877	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Feb%202014%2015:04:06%20GMT	http://tattek.com/minoral/charts.html	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/charts.html	(from http://tattek.com/minoral/)
15:43:00	282944/282944	---MCZ	200	added ('OK')	application/x-javascript	date:Sun,%2002%20Feb%202014%2000:30:12%20GMT	https://code.jquery.com/jquery.js	C:/My%20Web%20Sites/minoral-template/code.jquery.com/jquery.js	(from http://tattek.com/minoral/)
15:43:01	27822/27822	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2014%20Feb%202014%2010:57:18%20GMT	http://tattek.com/minoral/js/bootstrap.min.js	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/js/bootstrap.min.js	(from http://tattek.com/minoral/)
15:43:01	3918/3918	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2014%20Feb%202014%2010:58:40%20GMT	http://tattek.com/minoral/js/plugins/jquery.easypiechart.min.js	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/js/plugins/jquery.easypiechart.min.js	(from http://tattek.com/minoral/)
15:43:02	19910/19910	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2014%20Feb%202014%2010:57:19%20GMT	http://tattek.com/minoral/js/plugins/blockui/jquery.blockUI.js	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/js/plugins/blockui/jquery.blockUI.js	(from http://tattek.com/minoral/)
15:43:02	1729/1729	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2014%20Feb%202014%2010:58:40%20GMT	http://tattek.com/minoral/js/plugins/jquery.animateNumbers.js	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/js/plugins/jquery.animateNumbers.js	(from http://tattek.com/minoral/)
15:43:02	16705/16705	---M--	200	added ('OK')	text/javascript	etag:%22301//loader/run_prettify.js%22	https://google-code-prettify.googlecode.com/svn/loader/run_prettify.js?lang=css&skin=sons-of-obsidian	C:/My%20Web%20Sites/minoral-template/google-code-prettify.googlecode.com/svn/loader/run_prettifyf793.js	(from http://tattek.com/minoral/)
15:43:02	57983/57983	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2014%20Feb%202014%2010:58:43%20GMT	http://tattek.com/minoral/js/plugins/jquery.nicescroll.min.js	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/js/plugins/jquery.nicescroll.min.js	(from http://tattek.com/minoral/)
15:43:03	6715/6715	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2014%20Feb%202014%2010:58:25%20GMT	http://tattek.com/minoral/js/plugins/flot/jquery.flot.time.min.js	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/js/plugins/flot/jquery.flot.time.min.js	(from http://tattek.com/minoral/)
15:43:03	52300/52300	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2014%20Feb%202014%2010:58:20%20GMT	http://tattek.com/minoral/js/plugins/flot/jquery.flot.min.js	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/js/plugins/flot/jquery.flot.min.js	(from http://tattek.com/minoral/)
15:43:03	5130/5130	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2014%20Feb%202014%2010:58:23%20GMT	http://tattek.com/minoral/js/plugins/flot/jquery.flot.selection.min.js	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/js/plugins/flot/jquery.flot.selection.min.js	(from http://tattek.com/minoral/)
15:43:03	1694/1694	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2014%20Feb%202014%2010:58:08%20GMT	http://tattek.com/minoral/js/plugins/flot/jquery.flot.animator.min.js	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/js/plugins/flot/jquery.flot.animator.min.js	(from http://tattek.com/minoral/)
15:43:03	6839/6839	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2014%20Feb%202014%2010:58:21%20GMT	http://tattek.com/minoral/js/plugins/flot/jquery.flot.orderBars.js	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/js/plugins/flot/jquery.flot.orderBars.js	(from http://tattek.com/minoral/)
15:43:06	91386/91386	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2014%20Feb%202014%2010:59:12%20GMT	http://tattek.com/minoral/js/plugins/rickshaw/raphael-min.js	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/js/plugins/rickshaw/raphael-min.js	(from http://tattek.com/minoral/)
15:43:06	19003/19003	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2014%20Feb%202014%2010:59:14%20GMT	http://tattek.com/minoral/js/plugins/skycons/skycons.js	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/js/plugins/skycons/skycons.js	(from http://tattek.com/minoral/)
15:43:06	74756/74756	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2014%20Feb%202014%2010:59:13%20GMT	http://tattek.com/minoral/js/plugins/rickshaw/rickshaw.min.js	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/js/plugins/rickshaw/rickshaw.min.js	(from http://tattek.com/minoral/)
15:43:08	25688/25688	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2014%20Feb%202014%2010:57:21%20GMT	http://tattek.com/minoral/js/plugins/chosen/chosen.jquery.min.js	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/js/plugins/chosen/chosen.jquery.min.js	(from http://tattek.com/minoral/)
15:43:08	43247/43247	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2014%20Feb%202014%2010:58:47%20GMT	http://tattek.com/minoral/js/plugins/jquery.sparkline.min.js	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/js/plugins/jquery.sparkline.min.js	(from http://tattek.com/minoral/)
15:43:08	48631/48631	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2014%20Feb%202014%2010:59:17%20GMT	http://tattek.com/minoral/js/plugins/summernote/summernote.min.js	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/js/plugins/summernote/summernote.min.js	(from http://tattek.com/minoral/)
15:43:08	2448/2448	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2014%20Feb%202014%2011:00:00%20GMT	http://tattek.com/minoral/js/plugins/tabdrop/bootstrap-tabdrop.min.js	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/js/plugins/tabdrop/bootstrap-tabdrop.min.js	(from http://tattek.com/minoral/)
15:43:09	3304/3304	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2014%20Feb%202014%2010:57:18%20GMT	http://tattek.com/minoral/js/charts.js	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/js/charts.js	(from http://tattek.com/minoral/)
15:43:09	32156/32156	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2014%20Feb%202014%2010:59:02%20GMT	http://tattek.com/minoral/js/plugins/morris/morris.min.js	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/js/plugins/morris/morris.min.js	(from http://tattek.com/minoral/)
15:43:09	9861/9861	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2027%20Feb%202014%2015:36:09%20GMT	http://tattek.com/minoral/js/minoral.js	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/js/minoral.js	(from http://tattek.com/minoral/)
15:43:10	239674/239674	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2014%20Feb%202014%2010:59:10%20GMT	http://tattek.com/minoral/js/plugins/rickshaw/d3.v2.js	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/js/plugins/rickshaw/d3.v2.js	(from http://tattek.com/minoral/)
15:43:12	62850/62850	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2027%20Feb%202014%2015:04:59%20GMT	http://tattek.com/minoral/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/fonts/glyphicons-halflings-regular.svg	(from http://tattek.com/minoral/css/bootstrap.min.css)
15:43:13	20290/20290	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2027%20Feb%202014%2015:04:58%20GMT	http://tattek.com/minoral/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/fonts/glyphicons-halflings-regular.eot	(from http://tattek.com/minoral/css/bootstrap.min.css)
15:43:14	23292/23292	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2027%20Feb%202014%2015:05:01%20GMT	http://tattek.com/minoral/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/fonts/glyphicons-halflings-regular.woff	(from http://tattek.com/minoral/css/bootstrap.min.css)
15:43:14	646/646	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Feb%202014%2015:05:51%20GMT	http://tattek.com/minoral/images/chosen-sprite.png	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/images/chosen-sprite.png	(from http://tattek.com/minoral/css/chosen.min.css)
15:43:14	872/872	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Feb%202014%2015:05:51%20GMT	http://tattek.com/minoral/images/chosen-sprite@2x.png	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/images/chosen-sprite@2x.png	(from http://tattek.com/minoral/css/chosen.min.css)
15:44:30	41236/41236	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2027%20Feb%202014%2015:05:00%20GMT	http://tattek.com/minoral/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/fonts/glyphicons-halflings-regular.ttf	(from http://tattek.com/minoral/css/bootstrap.min.css)
15:44:30	20290/20290	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2027%20Feb%202014%2015:04:58%20GMT	http://tattek.com/minoral/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/fonts/glyphicons-halflings-regulard41d.eot	(from http://tattek.com/minoral/css/bootstrap.min.css)
15:44:34	1038/1038	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Feb%202014%2015:05:57%20GMT	http://tattek.com/minoral/images/minoral-logo.png	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/images/minoral-logo.png	(from http://tattek.com/minoral/css/minoral.css)
15:44:34	978/978	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Feb%202014%2015:05:57%20GMT	http://tattek.com/minoral/images/minoral-logo-white.png	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/images/minoral-logo-white.png	(from http://tattek.com/minoral/css/minoral.css)
15:44:34	5449/5449	---M--	200	added ('OK')	image/gif	date:Thu,%2027%20Feb%202014%2015:05:56%20GMT	http://tattek.com/minoral/images/loader.gif	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/images/loader.gif	(from http://tattek.com/minoral/css/minoral.css)
15:44:35	3501/3501	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Feb%202014%2015:05:51%20GMT	http://tattek.com/minoral/images/chosen-sprite-transparent.png	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/images/chosen-sprite-transparent.png	(from http://tattek.com/minoral/css/minoral.css)
15:44:35	4898/4898	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2027%20Feb%202014%2015:36:09%20GMT	http://tattek.com/minoral/js/minoral.min.js	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/js/minoral.min.js	(from http://tattek.com/minoral/mail.html)
15:44:36	33704/33704	---MCZ	200	added ('OK')	text/css	date:Thu,%2027%20Feb%202014%2015:10:05%20GMT	http://tattek.com/minoral/css/datepicker3.css	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/css/datepicker3.css	(from http://tattek.com/minoral/form-elements.html)
15:44:36	4077/4077	---MCZ	200	added ('OK')	text/css	date:Thu,%2027%20Feb%202014%2015:09:58%20GMT	http://tattek.com/minoral/css/bootstrap-colorpicker.css	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/css/bootstrap-colorpicker.css	(from http://tattek.com/minoral/form-elements.html)
15:44:38	15580/15580	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2014%20Feb%202014%2010:57:25%20GMT	http://tattek.com/minoral/js/plugins/colorpicker/bootstrap-colorpicker.min.js	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/js/plugins/colorpicker/bootstrap-colorpicker.min.js	(from http://tattek.com/minoral/form-elements.html)
15:44:38	46821/46821	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2014%20Feb%202014%2010:57:46%20GMT	http://tattek.com/minoral/js/plugins/datepicker/bootstrap-datepicker.js	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/js/plugins/datepicker/bootstrap-datepicker.js	(from http://tattek.com/minoral/form-elements.html)
15:44:38	22256/22256	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2014%20Feb%202014%2010:59:06%20GMT	http://tattek.com/minoral/js/plugins/parsley/parsley.min.js	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/js/plugins/parsley/parsley.min.js	(from http://tattek.com/minoral/validation-elements.html)
15:44:38	5067/5067	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2014%20Feb%202014%2011:00:03%20GMT	http://tattek.com/minoral/js/plugins/wizard/jquery.bootstrap.wizard.min.js	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/js/plugins/wizard/jquery.bootstrap.wizard.min.js	(from http://tattek.com/minoral/form-wizard.html)
15:44:38	3468/3468	---MCZ	200	added ('OK')	text/css	date:Thu,%2027%20Feb%202014%2015:10:06%20GMT	http://tattek.com/minoral/css/jquery.jgrowl.min.css	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/css/jquery.jgrowl.min.css	(from http://tattek.com/minoral/ui-elements.html)
15:44:39	1394/1394	---MCZ	200	added ('OK')	text/css	date:Thu,%2027%20Feb%202014%2015:10:26%20GMT	http://tattek.com/minoral/css/typeahead.js-bootstrap.css	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/css/typeahead.js-bootstrap.css	(from http://tattek.com/minoral/ui-elements.html)
15:44:39	2251/2251	---MCZ	200	added ('OK')	text/css	date:Thu,%2027%20Feb%202014%2015:10:06%20GMT	http://tattek.com/minoral/css/jquery.nouislider.min.css	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/css/jquery.nouislider.min.css	(from http://tattek.com/minoral/ui-elements.html)
15:44:39	5369/5369	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2014%20Feb%202014%2010:58:39%20GMT	http://tattek.com/minoral/js/plugins/jgrowl/jquery.jgrowl.min.js	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/js/plugins/jgrowl/jquery.jgrowl.min.js	(from http://tattek.com/minoral/ui-elements.html)
15:44:41	10359/10359	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2014%20Feb%202014%2010:59:04%20GMT	http://tattek.com/minoral/js/plugins/no-ui-slider/jquery.nouislider.min.js	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/js/plugins/no-ui-slider/jquery.nouislider.min.js	(from http://tattek.com/minoral/ui-elements.html)
15:44:41	4822/4822	---MCZ	200	added ('OK')	text/css	date:Thu,%2027%20Feb%202014%2015:10:04%20GMT	http://tattek.com/minoral/css/dataTables.bootstrap.css	C:/My%20Web%20Sites/minoral-template/tattek.com/minoral/css/dataTables.bootstrap.css	(from http://tattek.com/minoral/datatables.html)
